Hadi.	{'6', '2', '1'}
- Steve, hoşuna gider sanmıştım.	{'7'}
Hiç komik değil. Dalga geçecek başka birini bulun.	{'1'}
- Sarı Boyalı duysa buna bayılırdı .	{'2'}
Kendimi iyi hissetmiyorum. Fazla uzatmayacağım.	{'6'}
Siz çıkabilirsiniz.	{'1'}
Beni severler.	{'8'}
Komutanlık zor bir iştir. Kararlar vermek kolay değildir.	{'6'}
Bazen kaptanın da yardıma ihtiyacı olur ... Kadrodan sadakat bekler.	{'8'}
Hepimizin doğruları ve yanlışları vardır, ama her zaman ailenin çıkarlarını düşünerek hareket ederiz.	{'4'}
Söyleyeceğiniz bir şey varsa, dinlemeye hazırım.	{'8'}
- Fazla duygusal olma Willie.	{'1'}
Bence iyi bir konuşmaydı .	{'5'}
Devriess'i tanımıyordun. Queeg hakkında da bir şey bilmiyorsun.	{'8'}
Anormal davranışlardan anlarım.	{'6'}
- Kalmak istiyorum.	{'1'}
Beyniyle bir sorunu var. Çelik bilyeler, kalıplaşmış sözler, klasik migren ağrıları ...  Sarkan gömlekler ve son konuşması :	{'6'}
Korkağım ama köpeğim beni sever. - Bence Tom doğru söylüyor.	{'8'}
- Sen bu işe karışma.	{'1'}
Migreni var ve çelik bilyelerle oynuyor.	{'1'}
Herkesin tuhaflıkları vardır.	{'8'}
Bu işi tek başıma yapamam.	{'4'}
Unutalım gitsin. Kaptan hakkında bir daha böyle şeyler konuşulmasın.	{'1'}
- Ateşle oynayan bir gün yanar.	{'4'}
- Bana göre o bir paranoyak.	{'3'}
Bunu, gemi komutanına bir saygısızlık sayıyorum.	{'3'}
Kaptan bugün mürettebata bir güvenlik dersi vermeye karar verdi.	{'8'}
Çoğunuz savaş üniforması giymiyorsunuz.	{'6'}
Sakın o yeleği giyme!	{'7'}
Bazılarınız beni kandırdığınızı sanıyorsunuz. Ama yanılıyorsunuz.	{'8'}
Üç ay boyunca kimseye izin yok.	{'4'}
Benimle kimse dalga geçemez.	{'1'}
Nöbet nasıl geçiyor?	{'5'}
- Bu konuyu kapatalım.	{'1'}
- Ben kör değilim.	{'1'}
Sizi neden çağırdığımı merak ediyor olmalısınız.	{'2'}
- Painter? - İki, efendim.	{'7'}
- İki, efendim.	{'7'}
Bu tencerede hepimizin yediği çilek kadar kum var.	{'6'}
- Sabah mı başlayalım? Derhal başlayın.	{'7'}
Şu anda benim saatim 01 :4 7'yi gösteriyor zaten.	{'1'}
- Tatmin edici değil. - Üzgünüm kaptan.	{'1'}
Benden başka kimse üstüne düşmedi.	{'1'}
- Bunu düşünmemiştim efendim. İşe başlayın.	{'7'}
Steve, istersen beni rapor et. Ama bu kadarı da fazla.	{'1'}
Steve, Donanma talimatının 184. maddesini bilir misin?	{'4'}
- O anahtarını yuttu.	{'3'}
- İyi şanslar Harding. - Teşekkürler efendim.	{'8'}
Çilekleri bulaşıkçılar yedi. Onları gördüm.	{'1'}
Bu tımarhaneden kurtulduğum için mutluyum. Hoşçakalın.	{'5'}
Eşlerinizi ve sevgililerinizi arayacağım.	{'2'}
- Caine yüzen bir hata. - Ne demek istiyorsun?	{'8'}
- Bu kayıtlar doğru mu, değil mi?	{'1'}
Oraya yazdığın herşeyi bizim aleyhimize de kullanabilirler.	{'1'}
- Neden daha önce söylemedin?	{'1'}
- İçeri girersek başımıza iş alırız.	{'4'}
Ben göze alıyorum. Korkuyor musun?	{'5'}
Riskleri çok kapsamlı düşünür ve almamayı tercih ederim.	{'4'}
Dış görünüşüme bakmayın. Ben aslında çok korkak biriyimdir.	{'6'}
- Steve, şimdi ne yapacağız?	{'2'}
- Tom yoksa ben de yokum.	{'8'}
Acele edin. Fırtına uyarısı aldık.	{'4'}
Kaptan konuşuyor.	{'4'}
Hakim olmakta zorlanıyorum.	{'4'}
Rüzgara karşı daha fazla direnemeyiz.	{'6'}
- Sancak motoruna takviye yapalım!	{'7'}
Rüzgara direnmeye devam edersek gemiyi batırırız.	{'4'}
Filodan bu durumda manevra yapma emri almadık.	{'1'}
Dümene hakim olamıyorum.	{'6'}
Kaptan, motora takviye yapın!	{'4'}
Rüzgara doğru ilerliyoruz.	{'2'}
- Kaptan, başımız ciddi dertte.	{'4'}
Sakın benim kararlarımı tartışma. Dümenci, sola gel.	{'1'}
İçinizde akıllı bir subay varsa onlara hemen durmalarını söyler.	{'1'}
Willie, çok endişelendim.	{'4'}
- Hep bu pişmanlığı taşıyacağım. - Yapma ...	{'6'}
- Avukatımız mısınız?	{'2'}
- Aile dostu sayılırım.	{'8'}
- Bu hiç komik değil.	{'5'}
Şu andaki duruma göre, büyük bir olasılıkla asılacaksınız.	{'7'}
- Fırtınada tam üç gemi kayboldu.	{'6'}
Donanmanın üç psikiyatristi Queeg için aklı başındadır diyor.	{'8'}
İnsan davranışlarından iyi anlarım.	{'1'}
- Mahkemede de söyler misiniz?	{'8'}
Konuyu saptırıyorsunuz.	{'7'}
Evet, sizi suçlayamam.	{'6'}
- Ben nasıl savunma yapacağım?	{'4'}
Siz bir Donanma Kahramanısınız.	{'8'}
Ben bilirim. Ben beynime hakimim ama yarbay Queeg değildi.	{'4'}
Bay Keith, mahkemede sorulan sorulara cevap vermelisiniz.	{'1'}
İtiraz ediyorum.	{'1'}
Bu lakabın o fırtınayla bir ilgisi var mıydı?	{'1'}
Ben çok korkmuştum.	{'4'}
- Queeg'i sever miydiniz?	{'2'}
- Onu severdim, ama fazla değil.	{'8'}
- Tuhaf davranırdı .	{'7'}
Kaptan Queeg hasta mı görünüyordu?	{'4'}
Geminin güvenliği adına bay Maryk'e itaat etim.	{'8'}
Maryk, onun davranışlarıyla ilgili notlar tutuyordu.	{'7'}
Amiral Gemisinde ona bu notların yetersiz kalacağını ve bizi isyancılıkla suçlayacaklarını söyledim.	{'1'}
- Yalan söylüyor.	{'8'}
- Başına daha büyük dert açar.	{'4'}
Bana bir tek kahraman lazım, iki isyancı değil.	{'1'}
- Nasıl geçti Tom?	{'5'}
Doktor, akıllı bir insan saldırgan veya aptalca davranabilir mi?	{'6'}
Kaptanın kötü kararlar verdiğini ve kötü davrandığını varsayarsak acaba teşhisinizi tekrar mı gözden geçirmemiz gerekecek?	{'2'}
- Görevden alınması haksızlık mı?	{'7'}
Bakış açımız tıbbi değil hukuki. Sorularım size basit gelebilir.	{'6'}
- Burada Queeg'i yargılamıyoruz.	{'1'}
İtiraz reddedildi.	{'1'}
- Çok fazla baskı altında kalmış.	{'6'}
Küçük ayrıntıları takıntı haline getirebilir mi?	{'1'}
- Evet, görür.	{'8'}
- Ben bir hastalıktan bahsetmedim.	{'7'}
- Ne tür bir kişilik dediniz?	{'2'}
Savunmanın kelimelerle oynamasına itiraz etmek istiyorum.	{'1'}
- varsayımlara dayanıyorsunuz.	{'6'}
Savunma ilginç bir noktaya değindi.	{'7'}
- Beni de çok sıkıştıracak.	{'1'}
Aynı koşullara geri dönsek bunu yine yaparım.	{'8'}
- Tanımlayamam.	{'6'}
- Gemiyi kurtarmak istedim.	{'6'}
- Söylediğinizin aksi olamaz mı?	{'4'}
- Başka sorum yok.	{'1'}
- Benim de sorum yok.	{'3'}
Onlara kızmış değilim. Onlara sadece acıyorum.	{'6'}
Tecrübesiz dümencim beni bu konuda uyarmadı .	{'6'}
Gemi 360 derece dönerken siz, gömleği pantalonunun dışında olan denizciye bağırmıyor muydunuz?	{'1'}
Bu sadece iki saniyemi almıştı .	{'7'}
- Bu soru hakaret içeriyor.	{'3'}
Birleşik Devletler Donanmasındaki hiçbir subay korkak olamaz.	{'8'}
Ben böyle söylemedim.	{'1'}
Mahkeme sizi duyamıyor.	{'4'}
Bir ara istiyoruz.	{'7'}
Astsubay Harding'le yaptığınız konuşmayı hatırlamıyor musunuz?	{'2'}
Çilekleri bulaşıkçıların yediğini size o söylemedi mi?	{'7'}
Buna hiç gerek yok.	{'1'}
O da diğer subaylar gibidir.	{'6'}
Steve, sustur şunları .	{'1'}
Merhaba çocuklar.	{'8'}
Onu batırmak zorundaydım.	{'6'}
ve bu beni rahatsız ediyor.	{'3'}
Queeg gibi kolay çıldırmayanlar yaptı .	{'8'}
Queeg gemideki herkesin hayatını tehlikeye attı .	{'4'}
Davaya faydası yoktu.	{'6'}
Ona bağlanmaya değmezdi.	{'6'}
Sana soruyorum Steve.	{'2'}
- Bu doğruysa, asıl suçlu biziz.	{'4'}
İfadesi az kalsın hepimizi batıracak olan yazarımıza.	{'3'}
Adeta Queeg'den habersizdi.	{'7'}
- Unutalım artık bunları .	{'8'}
Sonra bu projeyi geliştirdin.	{'5'}
Senden çok içtim. Adil bir dövüş olacak.	{'1'}
Evlenirdik. Evimiz ve çocuklarımız olurdu.	{'6'}
Ben hep düşüneceğim.	{'6'}
Hükümetin Yuryatin'de bir treni var. Ben ve yardımcılarım için bir vagon var.	{'8'}
Ben gelmiyorum.	{'6', '1'}
Strelnikov öldü.	{'7'}
Bu durumda Larissa ne olacak?	{'1'}
Anlamadın mı?	{'1'}
Sorgusu boyunca Pavel Antipov'um, dedi. Strelnikov denince bakmadı.	{'3'}
Aman Tanrım! Lara'ya söyleme.	{'4'}
Benim için ne düşündüğünü ve sebebini biliyorum.	{'3'}
- Kaç kişi? - Hepimiz.	{'4'}
- Yer olmalı. Tamam.  Kızağı getiririm.	{'3', '5'}
Acele et.	{'1'}
Çabuk!	{'4', '2'}
Seni aptal.	{'7'}
- Rusya'dan asla ayrılmaz.	{'1'}
Anneni nasıl tanıdığımı anlatayım.	{'5'}
Ona bir elbise aldım ve eski hastanesinde işe soktum.	{'7'}
Bir daha görüşmediler mi?	{'6'}
Kalbinin duvarları kağıt gibiydi. Ama bunu içine attı.  Birçok şeyi içine attı.	{'6'}
Bu kadar ünlü olması beni şaşırtmıştı.	{'4'}
Parti onu onaylamıyordu.	{'1'}
Moskova 'ya, çocuğunu aramaya gelmişti. Ona yardım etmeye çalıştım.	{'7', '5'}
- Kiminle? - Babamla.  - Baban değil, Komarovsky.	{'1'}
Elimi bıraktı. Ve kayboldum.	{'4'}
- Bu konuyu düşün.	{'8'}
Tamam David.	{'8'}
Düşüneceğine söz verdin.	{'6', '5'}
Tonya!	{'5'}
Balalayka çalabiliyor musun?	{'2'}
Sanatçı mı? Kimden öğrendin?	{'8'}
Şiddet, kendini binbir kılığın ardına gizlerken en sevdiği örtüsü hâlâ aynıdır: Seks	{'3'}
Suyunu zevkle çıkaracağım!	{'1'}
Erkek rolüne soyunmasına diyecek yok. Ama bunu elbiseleriyle yapmasa.	{'7'}
Böyle daha doğal oldun ha?	{'1'}
Pekala, kesin şunu! Bundan daha iyi kavgalar gördüm ben.	{'1'}
Asıl korkak kimmiş görelim?	{'2'}
Burada ne işiniz olabilir ki?	{'1'}
Bu arabalar uzun yola gelmiyor...	{'5'}
Hız denemesi yapsam siz kızlar için sorun olur mu?	{'2'}
Kalabalık etmiyoruz değil mi?	{'4'}
Hafif içecek diyor...	{'1'}
Motoru gazladığımda egzosdan dumanlar tütecek... O zaman düğmeye basarsın.	{'6'}
Bu arabaya ve hız yapmaya bayılıyor.	{'4'}
Öyleyse eğlenelim bebeğim...	{'2'}
Bir süre uyduruver...	{'1'}
Güneş daha batmadı.	{'5'}
Ama ediyorum. Başkalarının sürelerini.	{'1'}
'Önce Güvenlik Gelir' diyenlerden.	{'8'}
Bence haksızlık ediyorsunuz.	{'1'}
Şimdi doğru söyledi işte!	{'8'}
Buna ne dersin yakışıklı?	{'5'}
Haydi! Acele et!	{'5'}
Haydi Tommy.	{'1'}
Neredeyse ikimizi de öldürüyordu!	{'4'}
Dua mı ediyor? Etmesi lazım.  Şükretmesi gereken çok şey var.	{'1'}
Acelen ne tatlım! Kaçmıyor ya?	{'7'}
O yarışmak bile istememişti. Bakın gitsem iyi olacak..	{'2'}
Balans ayarı kolayca bozulabiliyor. Ben de kontrolümü çabuk kaybediyorum.	{'7'}
Ayrıca erkek arkadaşın da yarışmaktan hevesini almıştır.	{'1'}
O Tommy'nin. Ona değer veriyor ve istiyor.	{'5'}
Gelsin de alsın o zaman!	{'7'}
Bakalım yiğidimiz seni kurtarmaya ne kadar sürede gelecek? - Ne oluyor burada?	{'7'}
Alayım onu!	{'1'}
Varmak istediğim yerin dönüşü yok ve sen oraya ulaştın bile.	{'1'}
Hâlâ o kıytırık arabanı alıp gidebilirsin. Yumruklarını direksiyondan daha iyi kullanabiliyorsan tabi.	{'8'}
Yapmayın! Durun!	{'4'}
Evet efendim, yollarda dolaşmanın heyecanı.	{'5'}
Yeni yerler, yeni insanlar, ilginç yeni manzaralar.	{'5'}
Açık saçık elbiseler ne işe yarıyor biliyor musunuz? Bahse varım, güneş kremi satışlarını arttırıyorlar.	{'3'}
Onu da arkadaşıyla aynı yere tıkmalıydık.	{'6'}
Çok hoşsun be...	{'8'}
Şimdi ne yapacağız. Benzinimiz var.	{'2'}
Bir kızı kurtarmaya çalışıyordu. Sonra aklını da kaybetti.	{'1'}
Anlaşmak için bir sürü para verdiler tabi. Kimse ne kadar aldığını bilmiyor.	{'3'}
Bankaya da yatırmadı. Dediğim gibi, kaçıktır.	{'3'}
Üzücü bir durum. O kadar paranın tadını çıkaran olmaması...	{'6'}
Herhangi birinden kurtulmak için mükemmel bir yer...	{'1'}
Tıpkı o yeşil mangır yığınını bulacağımız gibi.	{'5'}
Artık gidelim. Ama arka kapıyı kullanalım.	{'4'}
Sakin ol! Yoksa sonun sevgilin gibi olur!	{'1'}
İhtiyar adam tuhaf biri olmalı.	{'4'}
O kadar parası varken böyle bir çöplükte yaşıyor... Parçalanmış arabalar, hurdaya çıkmış otobüsler.	{'6'}
Fazla ileri gidiyorsun...	{'4'}
O paranın bana nelere mal olduğunu kolayca unutuyor.	{'1'}
Ne yapmamı istiyorsun baba? Başka bir kız mı bulayım?	{'4'}
Geçen sefer çok sert davrandın.	{'1'}
Ama günlerini göstereceğiz evlat.	{'1'}
Cinsiyetin hakkında hiçbir şüphesi yok kızım.	{'2'}
Asıl soru, burada ne aradığın?	{'1'}
Keyfinize bakın.	{'8'}
Ama yine de bilemezsin...	{'7'}
Ona neden katlanıyorsun? Beladan başka bir şey değil.	{'6'}
Ağzındakini çıkaracağım.	{'1'}
Tek istediğim eve gitmek.	{'2'}
Tabi ya, öyle yapalım.	{'1'}
Kimseye bir şey söylemem, söz veriyorum.	{'4'}
Bırakın da gideyim. Ne isterseniz onu anlatırım.	{'4'}
Buna ihtiyacım vardı.	{'5'}
Şimdi ne yapacağız?	{'2'}
O ihtiyar, hasta herifin teki.	{'8'}
Kız ne kadar uzakta olursa o kadar iyi olur.	{'4'}
Günümüzü gün ettiğimiz söylenemez.	{'6'}
Siz kızlar nudist misiniz yoksa kıyafetsiz mi kaldınız?	{'3'}
O sandalyeyle bayağı iyi dolanıyorsun.	{'8'}
Kıza mı sormalıyım?	{'6'}
Kız da aklını kaçırdı ve kendini öldürmeye kalkıştı.	{'6'}
Uzun yolu tercih etmişsiniz, öyle değil mi?	{'4'}
Onu eve gecenin bir yarısı bırakmanın kimseye faydası dokunmaz. Özellikle de ona.	{'1'}
Kimsenin konuksever olmadığımı düşünmesini istemem.	{'1'}
Ona güvenmiyorum.	{'6'}
Etrafına baksana şapşal, hiç telefon kablosu görüyor musun?	{'3'}
Kes şunu!	{'1'}
Jack ve Jill... Mafyayı çikolatalı kek gibi gösteriyorlar!	{'1'}
Ama onlara sözleşmeyle bağlı değilim...	{'2'}
Bu iş nasıl yapılır biliyoruz, değil mi evlat?	{'8'}
Kimi kurtaracaksınız?	{'4'}
Aç değiliz...	{'4'}
Evet, onlardan bolca yapıyor.	{'5'}
Kızın yanında kalmalıyım.	{'8'}
Gel de biraz soluklan kızım.	{'4'}
Senin %10'un herkese yeter.	{'8'}
Neden vücut çalıştığını anlamıyorum. Ama, beni ilgilendirdiği kadarıyla, sen hazırsın.  Dinle!	{'8'}
Şimdi, neden o elindekini bırakıp beni tutmuyorsun ve birlikte dans etmiyoruz?	{'2'}
Bu da neydi böyle?	{'4'}
Beni öldürmeye çalıştı.	{'1'}
Onunla yarım kalmış bir işimiz var.	{'1'}
Durduğunuz için sağolun. Hayatımı kurtardınız.	{'8'}
Öldü!	{'8'}
Elbette sana yardım edeceğim.	{'8'}
Hayır anlamıyorsun.	{'1'}
Acımasız katiller! Dur bir dakika.	{'4'}
Acımasız katil olan kim?	{'4'}
O kızlar... Spor arabaları var.	{'5'}
Elleriyle.	{'7'}
Kız kaçtı.	{'4'}
Gideli ne kadar oldu? Ne kadar?	{'4'}
Bize yardımı dokunur.	{'8'}
Ama ben buradan kaçtım.	{'1'}
Bu kızla boşuna uğraşıyorsun ve bizi de boşuna oyalıyorsun.	{'1'}
Biz karınlarını doyurunca bugün geri dönecekler.	{'5'}
- Kardeşim nerede? - O kızı arıyordu.	{'8'}
Yalnız değil ki.	{'4'}
Haydi. Bizim kendi işlerimiz var.	{'5'}
Kravatını düzeltsen iyi olur Herkül. Yoksa baban kıçına şaplak atar.	{'1'}
Kızdan kurtulmalıyız.	{'1'}
Su harika, sen de denemelisin!	{'5'}
Belki zihnin de temizlenir.	{'5'}
Trenle ne ilgisi var bunun?	{'7'}
Hayaletle.	{'4'}
Her zamanki gibi geç kalmış.	{'1'}
O hayvanla akraba olmaktan gurur mu duyuyorsun?	{'1'}
Evet, benim tohumum.	{'7'}
Pekala, nasıl istiyorsan!	{'1'}
Bir eksik görüyorsanız, elimizde olmadığı içindir.	{'4'}
Yiyebileceğiniz her şey bu masada.	{'8'}
Bittiğinde, beslenme sona ermiş demektir.	{'2'}
Pekala evlat, lezzetini yitirmeden şu tavuğu uzat bakalım.	{'8'}
İyi iş çıkarmışsın evlat.	{'8'}
Annesinden daha iyi yemek yapıyor.	{'8'}
Aslında düşünüyor sayılmaz.	{'1'}
Sen de o tiplerdensin.	{'1'}
Sessiz insanlar ilgimi çeker.	{'5'}
Gerçekten o kadar sessiz misin?	{'3'}
Ama bana, iştahı her konuda açık biri gibi göründün.	{'4'}
Eşlik etmenden memnuniyet duyarım.	{'5'}
Neye içiyoruz?	{'2'}
Sana fazla mesai yaptırıyor galiba.	{'4'}
Yemeğine dokunmadın.	{'1'}
İlgi çekici bir vaka.	{'7'}
Ayrılmadan önce senin de görüşünü almak isterim.	{'8'}
Psikiyatrist değilim. Bana, profesyonel yardıma ihtiyacı varmış gibi geldi.	{'4'}
Muhtemelen öyledir. Ama başka birisinin ailesi endişelenecek.	{'1'}
Onu öldürdü, seni de öldürür!	{'4'}
Hasta bir kızın sözleri bunlar.	{'4'}
Doğduğunda o da öldürdü farkında olmadan.	{'4'}
Ne yapmaya çalışıyorsun? Günü kısa kesmeye mi?	{'1'}
Bazı şeyleri bu yüzden yapıyorum.	{'5'}
Kendimi iyi hissetmek için.	{'5'}
İkiniz AM ve FM olmalısınız.	{'6'}
İçince saçmalıyorsun.	{'1'}
Burası evim.	{'8'}
Ve seni istiyorum.	{'8'}
Fena halde istiyorum.	{'8'}
İstemenin nesi zayıflık?	{'7'}
büyük isteyeceksin.	{'2'}
Sadece yap.	{'8'}
Kımılda evlat!	{'1'}
Bugün bu iki oldu.	{'1'}
Arabana bir şey mi oldu?	{'4'}
Haydi Kirk. O kızı ihtiyardan önce bulmalıyız.	{'1'}
Onu elimizden kaçıramayız evlat! Önce biz bulmalıyız.	{'2'}
Pek sayılmaz. Bu topraklar insanın gözünü aldatır.	{'6'}
Babam ona yardım etmeye çalıştı.	{'6'}
İkisi birden düştüler.	{'6'}
Daha önce yaptığımız gibi...	{'2'}
Bastır evlat!	{'5'}
İşte oradalar...	{'8'}
- Bu da bir görüş.	{'2'}
Kendi de dahil kimseye koklatmıyor.	{'1'}
Bunlarla birlikte yaşıyorsun. Bir çift izciyle!	{'1'}
Yapmak istemedim...	{'4'}
Üzgünüm...	{'6'}
Sakin ol kardeşim.	{'7'}
İyi gidiyorsun.	{'8'}
İyi olacaksın...	{'8'}
"Yoksa ""Çocukluktan Kalma Bir şey"" mi?"	{'8'}
Bitti artık. Kimsenin canı yanmadı.	{'5'}
Hastaneye yatmaları gerekiyor.	{'2'}
Çok uzun sürer.	{'4'}
Gel Linda.	{'2'}
Ağır ol bakalım evlat...	{'6'}
Demek istediğim, anahtar olmadan o arabayı çalıştırman biraz zor olacak.	{'1'}
İhtiyar, anahtarları bana ver.	{'1'}
Artık umrumda değilsin.	{'3'}
Siz iki salak, asillik taslamanın manası yok...	{'1'}
Haydi evlat, yola koyulalım...	{'2'}
O üçünün artık arazimde dolanmasını istemiyorum.	{'1'}
Pekala, şöyle yapacağız:	{'5'}
Ben şansımı gazla deneyeceğim.	{'2'}
Ver şunu bana!	{'1'}
Çok sonra Billie!	{'3'}
Zaten çöl iklimi de biz kızların cildine iyi gelmiyor.	{'6'}
Ama o?	{'7'}
Haydi! Git ve bıçağı al!	{'4'}
Orada bırakmamız doğru değil.	{'4'}
Kardeşim anahtarları bulmuş herhalde.	{'4'}
Tuhaf... Kardeşim böyle araba kullanamaz.	{'7'}
Bu o!	{'4'}
Tren yoluna çıkmalıyız, yoksa öldük demektir.	{'4'}
İhtiyar baban sandalyesinden havaya uçtu büyük boy kardeşinse kraker gibi un ufak oldu.	{'3'}
Öldürdüm onu! Bir hayvanmış gibi öldürdüm.	{'4'}
Gerçek bir 'Jekyll ve Hyde'...	{'3'}
Hayatımı kurtardın, artık ağlamasan olmaz mı?	{'5'}
l need somebody	{'7'}
- Yapıldı.	{'8'}
Kurban olmadan, Ayin de olmaz.	{'8'}
- Hadi,el salla.	{'6'}
Hayranları olması onları değiştirmemiş.	{'8'}
Olanları kendi seviyene çekmeyi bırak.	{'6'}
Soğuk.Çok soğuk bir yer.	{'6'}
Altın!	{'2'}
Hepsi, saf altın.	{'5'}
- Ah Tanrım.	{'6'}
Peşlerinden.	{'6'}
- Ho, ho, ho! - Oh!  - Ho!	{'5'}
- Bu adam batılı.	{'5'}
Oh tanrım, uzanmalıyım.	{'1'}
Böyle daha iyi.	{'7'}
Aşağıda kafası üzerinde duran bir adam var. Arthur?	{'4'}
(Whooshes)	{'7'}
Neden kırmızıya boyalı değil?	{'7'}
Ve mutlu günün sonunda bıçakla neşeli bir kıyım olur.	{'4'}
- Yeni kurban seçilmeden önce.	{'3'}
Yaşlı annem seçilebilmek için sağ elini bile verirdi.	{'1'}
- Sezonluk bilet.Sen ne sandın?	{'7'}
O zaman gönderen bayana yüzüğü geri gönder	{'1'}
Kaç! Böyle sorunlarla çok sık karşılaşıyoruz. Bazıları evlilik işleri oluyor.	{'2'}
Daha yeni başladım efendim.	{'1'}
Bir tür alaşım olmalı.	{'2'}
Hayatım tehlikede. 3:10.  - Tekerlek.	{'4'}
- Bir uzmana göstermenizi tavsiye ederim.	{'6'}
Bir keresinde itfaiye ekibi kafamı parmaklıklardan kurtarmıştı.	{'4'}
Eğer hükümet daha cok para ayırsaydı işe yarayabilirdi.	{'6'}
Gördüğün gibi Amerikan malı.	{'6'}
Marangozluk diploması var.O kadar diyeyim.	{'1'}
- Nasıl hissediyorsun?	{'1'}
Zamanında ellerini kullanırdı.	{'6'}
Onu bu haldeyken durdurmak beni aşar. Eğer hükümetten yeterli sermayeyi alsa dünyayı ele geçirir.	{'7'}
Babam mahallenin köpek evi müdürüydü.	{'1'}
Parmağını ilk kapanlardandı, Ringo. O bir hataydı.	{'4'}
Ben ona kefil olurum.Birbirimize yakınız.	{'8'}
Şu ana kadar güvendeydiniz çünkü kardeşim seçilmiş olandı.	{'1'}
O andan itibaren ölüm yüzüğü takanı bulacaktır.	{'1'}
Yine o tapınakta takılıyordun değil mi?	{'2'}
Kendin bul.	{'7'}
- Go!	{'1'}
Oh!	{'1'}
Ayağa çalış aptal! Kaili!	{'6'}
Bırak	{'1'}
Kızıla boyandı!	{'5'}
Britanyada bize wall street derler.	{'1'}
- Hey, o Paul mü?	{'3'}
- Algernon, küçük çantam.	{'7'}
Onların bilim adamlarında var.	{'1'}
siz ve oy verenler.	{'8'}
hadi, gidiyoruz.	{'7'}
- Dikkat et!	{'2'}
